App,Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Reviews_numeric,Reviews_isnull,Price Numerical,Positive Ratio
Cookpad,FOOD_AND_DRINK,4.5,131569.0,"10,000,000+",Free,Everyone,Food & Drink,2018-08-03,2.76.2.0-android,4.2 and up,131569.0,False,0.0,0.7222222222222222
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986.0,"1,000,000+",Free,Teen,Food & Drink,2017-11-23,5.7.23,5.0 and up,31986.0,False,0.0,0.85
Foursquare City Guide,FOOD_AND_DRINK,4.1,483960.0,"10,000,000+",Free,Teen,Food & Drink,2018-07-23,Varies with device,Varies with device,483960.0,False,0.0,0.5357142857142857
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944.0,"5,000,000+",Free,Everyone,Food & Drink,2018-08-02,7.12,5.0 and up,155944.0,False,0.0,0.5263157894736842
Domino's Pizza USA,FOOD_AND_DRINK,4.7,1032935.0,"10,000,000+",Free,Everyone,Food & Drink,2018-07-20,Varies with device,Varies with device,1032935.0,False,0.0,0.7547169811320755
Eat24 Food Delivery & Takeout,FOOD_AND_DRINK,4.3,40116.0,"1,000,000+",Free,Everyone,Food & Drink,2018-08-02,Varies with device,Varies with device,40116.0,False,0.0,0.625
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51517.0,"1,000,000+",Free,Everyone,Food & Drink,2018-08-01,Varies with device,Varies with device,51517.0,False,0.0,0.9210526315789473
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690.0,"100,000+",Free,Everyone,Food & Drink,2018-07-03,3.1.14,5.0 and up,7690.0,False,0.0,0.8378378378378378
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755.0,"100,000+",Free,Everyone,Food & Drink,2018-07-20,2.4.11,6.0 and up,3755.0,False,0.0,0.6410256410256411
DoorDash - Food Delivery,FOOD_AND_DRINK,4.5,104504.0,"1,000,000+",Free,Everyone,Food & Drink,2018-07-31,Varies with device,Varies with device,104504.0,False,0.0,0.6
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-06-28,Varies with device,Varies with device,428156.0,False,0.0,0.9230769230769231
30 Day Fitness Challenge - Workout at Home,HEALTH_AND_FITNESS,4.8,471036.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-08-03,Varies with device,4.0 and up,471036.0,False,0.0,0.8709677419354839
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-10,1.0.2,4.0 and up,12705.0,False,0.0,0.8461538461538461
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706.0,"100,000+",Free,Everyone,Health & Fitness,2018-07-24,1.0.5,4.1 and up,706.0,False,0.0,0.6666666666666666
Fitbit,HEALTH_AND_FITNESS,3.9,357417.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-26,Varies with device,Varies with device,357417.0,False,0.0,0.8333333333333334
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116.0,"500,000+",Free,Everyone,Health & Fitness,2018-07-30,1.1.22,4.1 and up,9116.0,False,0.0,0.76
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071.0,"100,000+",Free,Everyone,Health & Fitness,2018-07-24,1.0.12,4.1 and up,2071.0,False,0.0,0.6944444444444444
Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-09,3.0.7,4.1 and up,50294.0,False,0.0,0.8918918918918919
Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-08-02,Varies with device,Varies with device,232153.0,False,0.0,0.675
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-26,2.8.2,5.0 and up,14709.0,False,0.0,0.7297297297297297
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-08-04,2.6,4.2 and up,12029.0,False,0.0,0.6923076923076923
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516.0,"50,000,000+",Free,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device,1873516.0,False,0.0,0.6653543307086615
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-11,3.5.0,5.0 and up,115721.0,False,0.0,0.8011695906432749
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445.0,"500,000+",Free,Everyone,Health & Fitness,2018-07-02,112.0,4.4 and up,10445.0,False,0.0,0.9
"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-18,2.6,4.1 and up,4848.0,False,0.0,1.0
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-16,3.48,4.1 and up,205299.0,False,0.0,0.775
7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-06-08,Varies with device,Varies with device,399009.0,False,0.0,0.9090909090909091
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-08-03,5.3,5.0 and up,130104.0,False,0.0,0.625
Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-06-14,Varies with device,Varies with device,134195.0,False,0.0,1.0
Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-24,Varies with device,Varies with device,249855.0,False,0.0,0.55
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-11,3.5.0,5.0 and up,115721.0,False,0.0,0.8011695906432749
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up,70769.0,False,0.0,0.8333333333333334
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945.0,"500,000+",Free,Teen,Health & Fitness,2018-05-17,2.6.1,4.2 and up,28945.0,False,0.0,1.0
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506.0,"100,000+",Free,Everyone,Health & Fitness,2018-08-02,3.0.0,4.1 and up,11506.0,False,0.0,0.85
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-08-05,Varies with device,Varies with device,111450.0,False,0.0,0.8615384615384616
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-23,3.6.4,4.2 and up,77563.0,False,0.0,0.8181818181818182
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up,70769.0,False,0.0,0.8333333333333334
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-08-01,7.3.4-play,5.0 and up,56145.0,False,0.0,1.0
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326.0,"1,000,000+",Free,Teen,Health & Fitness,2018-08-04,2.9.18,4.1 and up,20326.0,False,0.0,0.9230769230769231
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523.0,"50,000,000+",Free,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device,1873523.0,False,0.0,0.6653543307086615
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-31,4.5.4,4.1 and up,15674.0,False,0.0,0.717948717948718
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device,14402.0,False,0.0,0.8108108108108109
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520.0,"50,000,000+",Free,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device,1873520.0,False,0.0,0.6653543307086615
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up,27439.0,False,0.0,0.8633093525179856
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490.0,"500,000+",Free,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up,2490.0,False,0.0,0.8350515463917526
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061.0,"100,000+",Free,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up,3061.0,False,0.0,0.87
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895.0,"500,000+",Free,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up,7895.0,False,0.0,0.7857142857142857
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device,32606.0,False,0.0,0.8074074074074075
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324.0,"100,000+",Free,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up,1324.0,False,0.0,0.3902439024390244
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520.0,"50,000,000+",Free,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device,1873520.0,False,0.0,0.6653543307086615
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up,27439.0,False,0.0,0.8633093525179856
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490.0,"500,000+",Free,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up,2490.0,False,0.0,0.8350515463917526
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469.0,"100,000+",Free,Everyone,Health & Fitness,2014-07-23,1.0.9,2.3 and up,2469.0,False,0.0,0.6111111111111112
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061.0,"100,000+",Free,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up,3061.0,False,0.0,0.87
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606.0,"1,000,000+",Free,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device,32606.0,False,0.0,0.8074074074074075
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895.0,"500,000+",Free,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up,7895.0,False,0.0,0.7857142857142857
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324.0,"100,000+",Free,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up,1324.0,False,0.0,0.3902439024390244
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523.0,"50,000,000+",Free,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device,1873523.0,False,0.0,0.6653543307086615
Happify,HEALTH_AND_FITNESS,3.7,1812.0,"100,000+",Free,Everyone,Health & Fitness,2018-07-24,1.31.0-15160.950adac99,4.4 and up,1812.0,False,0.0,0.75
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724.0,"1,000,000+",Free,Everyone,Health & Fitness,2017-08-17,Varies with device,Varies with device,13724.0,False,0.0,0.717948717948718
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038.0,"500,000+",Free,Everyone,Health & Fitness,2018-07-15,5.2,4.4 and up,5038.0,False,0.0,0.8
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506.0,"100,000+",Free,Everyone,Health & Fitness,2018-08-02,3.0.0,4.1 and up,11506.0,False,0.0,0.85
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-16,3.48,4.1 and up,205299.0,False,0.0,0.775
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799.0,"500,000+",Free,Teen,Health & Fitness,2018-07-31,Varies with device,Varies with device,13799.0,False,0.0,0.875
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-08-05,Varies with device,Varies with device,111455.0,False,0.0,0.8615384615384616
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563.0,"10,000,000+",Free,Everyone,Health & Fitness,2018-07-23,3.6.4,4.2 and up,77563.0,False,0.0,0.8181818181818182
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769.0,"5,000,000+",Free,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up,70769.0,False,0.0,0.8333333333333334
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386.0,"1,000,000+",Free,Everyone,House & Home,2018-06-21,Varies with device,Varies with device,27386.0,False,0.0,0.6363636363636364
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000.0,"1,000,000+",Free,Everyone,House & Home,2018-07-28,9.6.8,4.1 and up,6000.0,False,0.0,0.5238095238095238
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481.0,"1,000,000+",Free,Everyone,House & Home,2018-08-03,2.1.0,5.0 and up,8481.0,False,0.0,0.8936170212765957
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054.0,"1,000,000+",Free,Everyone,House & Home,2018-07-12,6.7.12.2018,4.0.3 and up,10054.0,False,0.0,0.7692307692307693
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117.0,"1,000,000+",Free,Everyone,House & Home,2018-06-29,3.6,4.0.3 and up,10117.0,False,0.0,0.48
DIY On A Budget,HOUSE_AND_HOME,4.7,114.0,"10,000+",Free,Teen,House & Home,2018-02-18,2.1,4.1 and up,114.0,False,0.0,0.8181818181818182
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287.0,"100,000+",Free,Everyone,House & Home,2018-05-29,2.4.2,4.4 and up,287.0,False,0.0,0.3783783783783784
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800.0,"1,000,000+",Free,Everyone,House & Home,2018-07-06,Varies with device,Varies with device,43800.0,False,0.0,0.6923076923076923
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584.0,"1,000,000+",Free,Everyone,House & Home,2018-07-16,4.7.13,4.4 and up,22584.0,False,0.0,0.463768115942029
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305.0,"5,000,000+",Free,Everyone,House & Home,2018-07-31,Varies with device,Varies with device,103305.0,False,0.0,0.7
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273.0,"50,000+",Free,Everyone,House & Home,2018-05-30,1.2,4.0.3 and up,273.0,False,0.0,0.64
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280.0,"1,000,000+",Free,Everyone,House & Home,2018-06-29,5.0.1,4.0.3 and up,3280.0,False,0.0,0.3333333333333333
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478.0,"100,000+",Free,Everyone,House & Home,2015-03-13,1.2,3.0 and up,1478.0,False,0.0,1.0
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427.0,"500,000+",Free,Everyone,House & Home,2015-03-12,1.4,3.0 and up,2427.0,False,0.0,0.625
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481.0,"1,000,000+",Free,Everyone,House & Home,2018-08-03,2.1.0,5.0 and up,8481.0,False,0.0,0.8936170212765957
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834.0,"500,000+",Free,Everyone,House & Home,2018-07-31,5.20.38,4.2 and up,3834.0,False,0.0,0.7142857142857143
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27387.0,"1,000,000+",Free,Everyone,House & Home,2018-06-21,Varies with device,Varies with device,27387.0,False,0.0,0.6363636363636364
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584.0,"1,000,000+",Free,Everyone,House & Home,2018-07-16,4.7.13,4.4 and up,22584.0,False,0.0,0.463768115942029
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007.0,"5,000,000+",Free,Everyone,Libraries & Demo,2013-03-06,1.2.0,2.2 and up,67007.0,False,0.0,0.7027027027027027
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539.0,"50,000+",Free,Everyone,Libraries & Demo,2018-08-02,7.0,4.0.3 and up,539.0,False,0.0,0.875
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862.0,"10,000,000+",Free,Everyone,Libraries & Demo,2012-01-17,1.0,2.2 and up,126862.0,False,0.0,0.6216216216216216
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411.0,"50,000+",Free,Everyone,Libraries & Demo,2018-06-08,5.0,4.0.3 and up,411.0,False,0.0,0.725
Essential Resources,LIBRARIES_AND_DEMO,4.6,237.0,"50,000+",Free,Everyone,Libraries & Demo,2017-09-27,1.02,7.1 and up,237.0,False,0.0,0.775
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750.0,"1,000,000+",Free,Everyone,Libraries & Demo,2011-06-29,1.0,1.6 and up,7750.0,False,0.0,0.6666666666666666
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170.0,"1,000,000+",Free,Everyone,Libraries & Demo,2018-07-13,2.4,5.0 and up,60170.0,False,0.0,0.6666666666666666
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945.0,"500,000+",Free,Everyone,Libraries & Demo,2018-01-09,4.2.2,3.2 and up,3945.0,False,0.0,0.8378378378378378
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267.0,"100,000+",Free,Everyone,Libraries & Demo,2018-08-02,5.1.2,4.4 and up,1267.0,False,0.0,0.5384615384615384
Easy Hair Style Design,LIFESTYLE,4.3,601.0,"100,000+",Free,Everyone,Lifestyle,2017-12-20,1.0,2.3 and up,601.0,False,0.0,0.7666666666666667
Easy Makeup Tutorials,LIFESTYLE,4.3,7287.0,"1,000,000+",Free,Everyone,Lifestyle,2016-11-03,1.0,2.3 and up,7287.0,False,0.0,0.5833333333333334
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143.0,"10,000,000+",Free,Everyone 10+,Lifestyle,2018-06-25,5.2.4(881),4.0.3 and up,161143.0,False,0.0,0.6
Entel,LIFESTYLE,3.2,16168.0,"1,000,000+",Free,Everyone,Lifestyle,2018-07-26,2.2.9,4.0.3 and up,16168.0,False,0.0,0.2564102564102564
Diary with lock,LIFESTYLE,4.6,815893.0,"10,000,000+",Free,Everyone,Lifestyle,2018-06-30,4.90,4.1 and up,815893.0,False,0.0,0.8787878787878788
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985.0,"500,000+",Free,Everyone,Lifestyle,2018-05-31,3.7,7.0 and up,985.0,False,0.0,0.48484848484848486
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074.0,"10,000,000+",Free,Everyone,Lifestyle,2018-08-02,16.7.1,4.4 and up,726074.0,False,0.0,0.8260869565217391
HTC Speak,LIFESTYLE,3.5,6145.0,"10,000,000+",Free,Everyone,Lifestyle,2016-06-30,8.00.775375,5.0 and up,6145.0,False,0.0,0.41025641025641024
H&M,LIFESTYLE,3.7,41941.0,"10,000,000+",Free,Everyone,Lifestyle,2018-07-30,9.6.3,4.4 and up,41941.0,False,0.0,0.5405405405405406
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944.0,"1,000,000+",Free,Everyone,Lifestyle,2018-06-15,2.0,4.1 and up,10944.0,False,0.0,0.6428571428571429
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665.0,"500,000+",Free,Everyone,Lifestyle,2018-08-04,2.0,2.3 and up,665.0,False,0.0,0.5833333333333334
H Pack,LIFESTYLE,4.3,9412.0,"1,000,000+",Free,Everyone,Lifestyle,2016-12-17,1.5.1,4.0.3 and up,9412.0,False,0.0,0.5
Fashion in Vogue,LIFESTYLE,3.8,1797.0,"100,000+",Free,Everyone,Lifestyle,2016-09-27,2.0,4.3 and up,1797.0,False,0.0,0.40707964601769914
Big Days - Events Countdown,LIFESTYLE,4.6,39724.0,"1,000,000+",Free,Everyone,Lifestyle,2018-06-29,Varies with device,Varies with device,39724.0,False,0.0,0.6666666666666666
DIY Garden Ideas,LIFESTYLE,4.1,3309.0,"500,000+",Free,Everyone,Lifestyle,2018-08-05,10.0,4.0 and up,3309.0,False,0.0,0.8235294117647058
Brit + Co,LIFESTYLE,3.9,987.0,"10,000+",Free,Everyone,Lifestyle,2017-08-29,2.0.4,4.0 and up,987.0,False,0.0,0.625
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298.0,"5,000,000+",Free,Everyone,Lifestyle,2018-08-02,3.1.2.1,4.1 and up,78298.0,False,0.0,0.5588235294117647
Fashion in Vogue,LIFESTYLE,3.8,1797.0,"100,000+",Free,Everyone,Lifestyle,2016-09-27,2.0,4.3 and up,1797.0,False,0.0,0.40707964601769914
Fashion in Vogue,LIFESTYLE,3.8,1797.0,"100,000+",Free,Everyone,Lifestyle,2016-09-27,2.0,4.3 and up,1797.0,False,0.0,0.40707964601769914
Etta Homes,LIFESTYLE,4.2,220.0,"50,000+",Free,Everyone,Lifestyle,2018-07-26,9.1.0,5.0 and up,220.0,False,0.0,0.7435897435897436
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533.0,"100,000+",Free,Everyone,Lifestyle,2016-09-27,2.2.6,2.2 and up,1533.0,False,0.0,0.40625
Housing-Real Estate & Property,LIFESTYLE,4.1,28301.0,"1,000,000+",Free,Everyone,Lifestyle,2018-07-13,12.1.0,4.1 and up,28301.0,False,0.0,0.38095238095238093
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097.0,"500,000+",Free,Everyone,Lifestyle,2018-04-26,1.2,4.0 and up,10097.0,False,0.0,1.0
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346.0,"100,000+",Free,Teen,Lifestyle,2017-03-08,3.6.3,4.0.3 and up,3346.0,False,0.0,1.0
Candy Crush Saga,GAME,4.4,22426677.0,"500,000,000+",Free,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up,22426677.0,False,0.0,0.425
Bubble Shooter,GAME,4.5,148897.0,"10,000,000+",Free,Everyone,Casual,2018-07-17,1.20.1,4.0.3 and up,148897.0,False,0.0,0.6896551724137931
Hello Kitty Nail Salon,GAME,4.2,369203.0,"50,000,000+",Free,Everyone,Casual;Pretend Play,2018-04-17,1.5,4.1 and up,369203.0,False,0.0,0.5846153846153846
Clash Royale,GAME,4.6,23133508.0,"100,000,000+",Free,Everyone 10+,Strategy,2018-06-27,2.3.2,4.1 and up,23133508.0,False,0.0,0.6484848484848484
Helix Jump,GAME,4.2,1497361.0,"100,000,000+",Free,Everyone,Action,2018-04-09,1.0.6,4.1 and up,1497361.0,False,0.0,0.7655677655677655
Block Puzzle,GAME,4.6,59800.0,"5,000,000+",Free,Everyone,Puzzle,2018-03-06,2.9,2.3 and up,59800.0,False,0.0,0.538961038961039
Angry Birds Rio,GAME,4.4,2610526.0,"100,000,000+",Free,Everyone,Arcade,2018-07-03,2.6.9,4.1 and up,2610526.0,False,0.0,0.38461538461538464
Candy Crush Soda Saga,GAME,4.4,6198563.0,"100,000,000+",Free,Everyone,Casual,2018-07-10,1.118.4,4.1 and up,6198563.0,False,0.0,0.37349397590361444
Clash of Clans,GAME,4.6,44891723.0,"100,000,000+",Free,Everyone 10+,Strategy,2018-07-15,10.322.16,4.1 and up,44891723.0,False,0.0,0.696969696969697
Block Puzzle Classic Legend !,GAME,4.2,17039.0,"5,000,000+",Free,Everyone,Puzzle,2018-04-13,2.9,2.3.3 and up,17039.0,False,0.0,0.6388888888888888
8 Ball Pool,GAME,4.5,14198297.0,"100,000,000+",Free,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up,14198297.0,False,0.0,0.4748858447488584
Bubble Witch 3 Saga,GAME,4.7,1732263.0,"50,000,000+",Free,Everyone,Puzzle,2018-07-17,4.8.4,3.0 and up,1732263.0,False,0.0,0.6129032258064516
Granny,GAME,4.5,1135631.0,"50,000,000+",Free,Teen,Arcade,2018-05-29,1.4.0.1,4.0 and up,1135631.0,False,0.0,0.6551724137931034
Angry Birds Classic,GAME,4.4,5566669.0,"100,000,000+",Free,Everyone,Arcade,2018-05-24,7.9.3,4.1 and up,5566669.0,False,0.0,0.4542124542124542
Flow Free,GAME,4.3,1295557.0,"100,000,000+",Free,Everyone,Puzzle,2018-04-11,4.0,4.1 and up,1295557.0,False,0.0,0.6558441558441559
Fishdom,GAME,4.6,2157930.0,"10,000,000+",Free,Everyone,Puzzle,2018-07-19,2.21.5,4.0.3 and up,2157930.0,False,0.0,0.6585365853658537
Galaxy Attack: Alien Shooter,GAME,4.6,506275.0,"10,000,000+",Free,Everyone,Arcade,2018-08-01,5.66,4.1 and up,506275.0,False,0.0,0.6194029850746269
Bubble Shooter 2,GAME,4.3,23005.0,"5,000,000+",Free,Everyone,Arcade,2018-07-25,3.5,4.1 and up,23005.0,False,0.0,0.7272727272727273
Barbie™ Fashion Closet,GAME,4.1,68057.0,"10,000,000+",Free,Everyone,Casual;Creativity,2018-07-30,1.3.7,4.1 and up,68057.0,False,0.0,0.5584415584415584
Candy Crush Jelly Saga,GAME,4.3,1300490.0,"50,000,000+",Free,Everyone,Puzzle,2018-07-20,2.1.10,4.0 and up,1300490.0,False,0.0,0.2876712328767123
Hill Climb Racing,GAME,4.4,8923587.0,"100,000,000+",Free,Everyone,Racing,2018-07-02,1.37.2,4.2 and up,8923587.0,False,0.0,0.7045454545454546
Gardenscapes,GAME,4.6,4128732.0,"50,000,000+",Free,Everyone,Casual,2018-07-13,2.6.2,4.0.3 and up,4128732.0,False,0.0,0.5263157894736842
Farm Heroes Saga,GAME,4.4,7614130.0,"100,000,000+",Free,Everyone,Casual,2018-07-26,5.1.8,2.3 and up,7614130.0,False,0.0,0.41818181818181815
Cut the Rope FULL FREE,GAME,4.4,2123381.0,"100,000,000+",Free,Everyone,Puzzle,2018-07-05,3.7.2,4.1 and up,2123381.0,False,0.0,0.5
8 Ball Pool,GAME,4.5,14198602.0,"100,000,000+",Free,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up,14198602.0,False,0.0,0.4748858447488584
Clash of Clans,GAME,4.6,44891723.0,"100,000,000+",Free,Everyone 10+,Strategy,2018-07-15,10.322.16,4.1 and up,44891723.0,False,0.0,0.696969696969697
Candy Crush Saga,GAME,4.4,22428456.0,"500,000,000+",Free,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up,22428456.0,False,0.0,0.425
